50,61,96,114,145,105,92,53,90,40,77,,
100,363,988,791,513,790,867,582,1217,824,1121,,
150,3471,4054,5708,4815,5264,3903,1690,3472,4556,2575,,
200,11104,11071,10610,11098,11836,11151,10541,8215,7434,7941,,
250,22595,23531,22508,18866,23678,16555,25655,16435,18027,18719,,
300,30110,47287,35172,39045,49416,35524,37979,30149,51347,28350,,
