50,62,95,115,144,101,96,54,89,38,78,,
100,368,1011,797,534,811,875,599,1215,822,1088,,
150,3486,4001,5817,4830,5340,4005,1678,3501,4585,2579,,
200,11129,10967,10473,11032,11815,11150,10528,8247,7295,7888,,
250,23742,23731,22703,19038,23621,16541,25634,16467,18188,18987,,
300,30180,47058,34848,38631,48979,35723,37884,30015,50259,28289,,
