50,56,92,106,151,97,89,48,92,40,79,,
100,360,812,733,464,753,774,490,992,757,887,,
150,3182,3581,4574,3885,4156,3516,1589,3317,3674,2074,,
200,8864,8634,8218,8774,9113,8714,8407,7115,6761,6992,,
250,17738,18498,17597,16102,18381,14617,20021,14721,15607,16189,,
300,27361,36707,30963,33519,37688,31666,33013,27411,39716,26693,,
