50,61,98,113,147,103,95,51,90,39,77,,
100,368,973,761,505,802,851,584,1222,782,1107,,
150,3380,3913,5604,4713,5097,3905,1666,3466,4071,2536,,
200,10768,10743,10253,10665,11543,11022,10551,7958,7217,7659,,
250,22241,23236,21902,18368,23233,16061,24868,15935,17233,18313,,
300,28840,45483,33868,38194,48044,34607,36795,29036,48893,27768,,
