50,51,80,92,134,85,82,45,78,39,71,,
100,289,663,601,345,605,620,392,758,609,701,,
150,2392,2684,3265,2797,3101,2656,1166,2409,2705,1497,,
200,6427,6309,6042,6254,6591,6362,6065,5232,5007,5219,,
250,12889,13399,12722,11736,13292,10825,14366,10571,11292,11663,,
300,20364,26720,22593,24671,28791,23378,24419,20311,29186,19275,,
70,60,19,63,32,43,64,36,73,60,85,
