27,
20,
22,
104,
143,
120,
208,
341,
366,
422,
450,
437,
812,
648,
957,
1434,
1413,
1006,
1651,
2065,
1866,
2524,
2026,
2135,
3265,
3378,
3795,
3103,
4280,
3297,
6617,
5440,
5451,
5724,
11762,
7811,
