500,29
1000,153
1500,391
2000,995
2500,1601
3000,2852
3500,5614
4000,11262
4500,13949
5000,17571
5500,24260
6000,34847
6500,47168
7000,62833
7500,84255
8000,111897
8500,124050
9000,132318
9500,144559
10000,162395
