p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
11,199,8009,100,1000000,773536,226464,22.6464,773536,226464,22.6464
11,199,9001,100,1000000,643204,356796,35.6796,643204,356796,35.6796
11,199,10007,100,1000000,672112,327888,32.7888,668186,331814,33.1814
11,211,7,100,1000000,22612,977388,97.7388,22612,977388,97.7388
11,211,13,100,1000000,23146,976854,97.6854,23146,976854,97.6854
11,211,101,100,1000000,30976,969024,96.9024,30976,969024,96.9024
11,211,199,100,1000000,40522,959478,95.9478,40522,959478,95.9478
11,211,307,100,1000000,51224,948776,94.8776,51224,948776,94.8776
11,211,401,100,1000000,60418,939582,93.9582,60418,939582,93.9582
11,211,503,100,1000000,70054,929946,92.9946,70054,929946,92.9946
11,211,601,100,1000000,79950,920050,92.005,79950,920050,92.005
11,211,701,100,1000000,87472,912528,91.2528,87472,912528,91.2528
11,211,809,100,1000000,97324,902676,90.2676,97324,902676,90.2676
11,211,907,100,1000000,109698,890302,89.0302,109698,890302,89.0302
11,211,991,100,1000000,116770,883230,88.323,116770,883230,88.323
11,211,997,100,1000000,118504,881496,88.1496,118504,881496,88.1496
11,211,1009,100,1000000,116026,883974,88.3974,116026,883974,88.3974
11,211,1511,100,1000000,168976,831024,83.1024,168976,831024,83.1024
11,211,1999,100,1000000,214138,785862,78.5862,214138,785862,78.5862
11,211,2003,100,1000000,216316,783684,78.3684,216316,783684,78.3684
11,211,2503,100,1000000,264238,735762,73.5762,264238,735762,73.5762
11,211,3001,100,1000000,314158,685842,68.5842,314158,685842,68.5842
11,211,4001,100,1000000,411598,588402,58.8402,411598,588402,58.8402
11,211,5003,100,1000000,507742,492258,49.2258,507742,492258,49.2258
11,211,6007,100,1000000,351352,648648,64.8648,351352,648648,64.8648
11,211,7001,100,1000000,698468,301532,30.1532,698468,301532,30.1532
11,211,8009,100,1000000,516880,483120,48.312,516880,483120,48.312
11,211,9001,100,1000000,708940,291060,29.106,708940,291060,29.106
11,211,10007,100,1000000,541828,458172,45.8172,541420,458580,45.858
11,307,7,100,1000000,32116,967884,96.7884,32116,967884,96.7884
11,307,13,100,1000000,32650,967350,96.735,32650,967350,96.735
11,307,101,100,1000000,40734,959266,95.9266,40734,959266,95.9266
11,307,199,100,1000000,49876,950124,95.0124,49876,950124,95.0124
11,307,211,100,1000000,51224,948776,94.8776,51224,948776,94.8776
11,307,401,100,1000000,69156,930844,93.0844,69156,930844,93.0844
11,307,503,100,1000000,78742,921258,92.1258,78742,921258,92.1258
11,307,601,100,1000000,88588,911412,91.1412,88588,911412,91.1412
11,307,701,100,1000000,95314,904686,90.4686,95314,904686,90.4686
11,307,809,100,1000000,108748,891252,89.1252,108748,891252,89.1252
11,307,907,100,1000000,118378,881622,88.1622,118378,881622,88.1622
11,307,991,100,1000000,126476,873524,87.3524,126476,873524,87.3524
11,307,997,100,1000000,122680,877320,87.732,122680,877320,87.732
11,307,1009,100,1000000,111622,888378,88.8378,111622,888378,88.8378
11,307,1511,100,1000000,175846,824154,82.4154,175846,824154,82.4154
11,307,1999,100,1000000,224362,775638,77.5638,224362,775638,77.5638
11,307,2003,100,1000000,224674,775326,77.5326,224674,775326,77.5326
11,307,2503,100,1000000,272650,727350,72.735,272650,727350,72.735
11,307,3001,100,1000000,320950,679050,67.905,320950,679050,67.905
11,307,4001,100,1000000,378478,621522,62.1522,378478,621522,62.1522
11,307,5003,100,1000000,514750,485250,48.525,514750,485250,48.525
11,307,6007,100,1000000,530740,469260,46.926,530740,469260,46.926
11,307,7001,100,1000000,552630,447370,44.737,552630,447370,44.737
11,307,8009,100,1000000,645338,354662,35.4662,645338,354662,35.4662
11,307,9001,100,1000000,438670,561330,56.133,438670,561330,56.133
11,307,10007,100,1000000,945622,54378,5.4378,941388,58612,5.8612
11,401,7,100,1000000,41422,958578,95.8578,41422,958578,95.8578
11,401,13,100,1000000,41956,958044,95.8044,41956,958044,95.8044
11,401,101,100,1000000,50010,949990,94.999,50010,949990,94.999
11,401,199,100,1000000,59266,940734,94.0734,59266,940734,94.0734
11,401,211,100,1000000,60418,939582,93.9582,60418,939582,93.9582
11,401,307,100,1000000,69156,930844,93.0844,69156,930844,93.0844
11,401,503,100,1000000,87696,912304,91.2304,87696,912304,91.2304
11,401,601,100,1000000,97636,902364,90.2364,97636,902364,90.2364
11,401,701,100,1000000,107226,892774,89.2774,107226,892774,89.2774
11,401,809,100,1000000,117546,882454,88.2454,117546,882454,88.2454
11,401,907,100,1000000,124300,875700,87.57,124300,875700,87.57
11,401,991,100,1000000,134890,865110,86.511,134890,865110,86.511
11,401,997,100,1000000,78310,921690,92.169,78310,921690,92.169
11,401,1009,100,1000000,135610,864390,86.439,135610,864390,86.439
11,401,1511,100,1000000,175752,824248,82.4248,175752,824248,82.4248
11,401,1999,100,1000000,224788,775212,77.5212,224788,775212,77.5212
11,401,2003,100,1000000,231348,768652,76.8652,231348,768652,76.8652
11,401,2503,100,1000000,274762,725238,72.5238,274762,725238,72.5238
11,401,3001,100,1000000,325020,674980,67.498,325020,674980,67.498
11,401,4001,100,1000000,421350,578650,57.865,421350,578650,57.865
11,401,5003,100,1000000,519148,480852,48.0852,519148,480852,48.0852
11,401,6007,100,1000000,547730,452270,45.227,547730,452270,45.227
11,401,7001,100,1000000,382110,617890,61.789,382110,617890,61.789
11,401,8009,100,1000000,215920,784080,78.408,215920,784080,78.408
11,401,9001,100,1000000,818104,181896,18.1896,818104,181896,18.1896
11,401,10007,100,1000000,916192,83808,8.3808,906416,93584,9.3584
11,503,7,100,1000000,51520,948480,94.848,51520,948480,94.848
11,503,13,100,1000000,52054,947946,94.7946,52054,947946,94.7946
11,503,101,100,1000000,59878,940122,94.0122,59878,940122,94.0122
11,503,199,100,1000000,69202,930798,93.0798,69202,930798,93.0798
11,503,211,100,1000000,70054,929946,92.9946,70054,929946,92.9946
11,503,307,100,1000000,78742,921258,92.1258,78742,921258,92.1258
11,503,401,100,1000000,87696,912304,91.2304,87696,912304,91.2304
11,503,601,100,1000000,105616,894384,89.4384,105616,894384,89.4384
11,503,701,100,1000000,105836,894164,89.4164,105836,894164,89.4164
11,503,809,100,1000000,119904,880096,88.0096,119904,880096,88.0096
11,503,907,100,1000000,107626,892374,89.2374,107626,892374,89.2374
11,503,991,100,1000000,141634,858366,85.8366,141634,858366,85.8366
11,503,997,100,1000000,144574,855426,85.5426,144574,855426,85.5426
11,503,1009,100,1000000,141816,858184,85.8184,141816,858184,85.8184
11,503,1511,100,1000000,193192,806808,80.6808,193192,806808,80.6808
11,503,1999,100,1000000,239142,760858,76.0858,239142,760858,76.0858
11,503,2003,100,1000000,239620,760380,76.038,239620,760380,76.038
11,503,2503,100,1000000,285622,714378,71.4378,285622,714378,71.4378
11,503,3001,100,1000000,334472,665528,66.5528,334472,665528,66.5528
11,503,4001,100,1000000,426558,573442,57.3442,426558,573442,57.3442
11,503,5003,100,1000000,523164,476836,47.6836,523164,476836,47.6836
11,503,6007,100,1000000,594652,405348,40.5348,594652,405348,40.5348
11,503,7001,100,1000000,500446,499554,49.9554,500446,499554,49.9554
11,503,8009,100,1000000,809284,190716,19.0716,809284,190716,19.0716
11,503,9001,100,1000000,802192,197808,19.7808,802192,197808,19.7808
11,503,10007,100,1000000,842458,157542,15.7542,835924,164076,16.4076
11,601,7,100,1000000,61222,938778,93.8778,61222,938778,93.8778
11,601,13,100,1000000,61756,938244,93.8244,61756,938244,93.8244
11,601,101,100,1000000,69700,930300,93.03,69700,930300,93.03
11,601,199,100,1000000,78724,921276,92.1276,78724,921276,92.1276
11,601,211,100,1000000,79950,920050,92.005,79950,920050,92.005
11,601,307,100,1000000,88588,911412,91.1412,88588,911412,91.1412
11,601,401,100,1000000,97636,902364,90.2364,97636,902364,90.2364
11,601,503,100,1000000,105616,894384,89.4384,105616,894384,89.4384
11,601,701,100,1000000,125734,874266,87.4266,125734,874266,87.4266
11,601,809,100,1000000,133750,866250,86.625,133750,866250,86.625
11,601,907,100,1000000,58906,941094,94.1094,58906,941094,94.1094
11,601,991,100,1000000,152886,847114,84.7114,152886,847114,84.7114
11,601,997,100,1000000,145816,854184,85.4184,145816,854184,85.4184
11,601,1009,100,1000000,96930,903070,90.307,96930,903070,90.307
11,601,1511,100,1000000,195568,804432,80.4432,195568,804432,80.4432
11,601,1999,100,1000000,225766,774234,77.4234,225766,774234,77.4234
11,601,2003,100,1000000,247576,752424,75.2424,247576,752424,75.2424
11,601,2503,100,1000000,135136,864864,86.4864,135136,864864,86.4864
11,601,3001,100,1000000,332290,667710,66.771,332290,667710,66.771
11,601,4001,100,1000000,433862,566138,56.6138,433862,566138,56.6138
11,601,5003,100,1000000,527422,472578,47.2578,527422,472578,47.2578
11,601,6007,100,1000000,614042,385958,38.5958,614042,385958,38.5958
11,601,7001,100,1000000,715716,284284,28.4284,715716,284284,28.4284
11,601,8009,100,1000000,420526,579474,57.9474,420526,579474,57.9474
11,601,9001,100,1000000,856278,143722,14.3722,856278,143722,14.3722
11,601,10007,100,1000000,762544,237456,23.7456,753652,246348,24.6348
11,701,7,100,1000000,71122,928878,92.8878,71122,928878,92.8878
11,701,13,100,1000000,71656,928344,92.8344,71656,928344,92.8344
11,701,101,100,1000000,79480,920520,92.052,79480,920520,92.052
11,701,199,100,1000000,88516,911484,91.1484,88516,911484,91.1484
11,701,211,100,1000000,87472,912528,91.2528,87472,912528,91.2528
11,701,307,100,1000000,95314,904686,90.4686,95314,904686,90.4686
11,701,401,100,1000000,107226,892774,89.2774,107226,892774,89.2774
11,701,503,100,1000000,105836,894164,89.4164,105836,894164,89.4164
11,701,601,100,1000000,125734,874266,87.4266,125734,874266,87.4266
11,701,809,100,1000000,145260,854740,85.474,145260,854740,85.474
11,701,907,100,1000000,149228,850772,85.0772,149228,850772,85.0772
11,701,991,100,1000000,134230,865770,86.577,134230,865770,86.577
11,701,997,100,1000000,151072,848928,84.8928,151072,848928,84.8928
11,701,1009,100,1000000,149872,850128,85.0128,149872,850128,85.0128
11,701,1511,100,1000000,204156,795844,79.5844,204156,795844,79.5844
11,701,1999,100,1000000,251800,748200,74.82,251800,748200,74.82
11,701,2003,100,1000000,255528,744472,74.4472,255528,744472,74.4472
11,701,2503,100,1000000,170626,829374,82.9374,170626,829374,82.9374
11,701,3001,100,1000000,240490,759510,75.951,240490,759510,75.951
11,701,4001,100,1000000,441966,558034,55.8034,441966,558034,55.8034
11,701,5003,100,1000000,514632,485368,48.5368,514632,485368,48.5368
11,701,6007,100,1000000,628684,371316,37.1316,628684,371316,37.1316
11,701,7001,100,1000000,692002,307998,30.7998,692002,307998,30.7998
11,701,8009,100,1000000,624180,375820,37.582,624180,375820,37.582
11,701,9001,100,1000000,637792,362208,36.2208,637792,362208,36.2208
11,701,10007,100,1000000,790620,209380,20.938,775134,224866,22.4866
11,809,7,100,1000000,81814,918186,91.8186,81814,918186,91.8186
11,809,13,100,1000000,82348,917652,91.7652,82348,917652,91.7652
11,809,101,100,1000000,90174,909826,90.9826,90174,909826,90.9826
11,809,199,100,1000000,98776,901224,90.1224,98776,901224,90.1224
11,809,211,100,1000000,97324,902676,90.2676,97324,902676,90.2676
11,809,307,100,1000000,108748,891252,89.1252,108748,891252,89.1252
11,809,401,100,1000000,117546,882454,88.2454,117546,882454,88.2454
11,809,503,100,1000000,119904,880096,88.0096,119904,880096,88.0096
11,809,601,100,1000000,133750,866250,86.625,133750,866250,86.625
11,809,701,100,1000000,145260,854740,85.474,145260,854740,85.474
11,809,907,100,1000000,161884,838116,83.8116,161884,838116,83.8116
11,809,991,100,1000000,167724,832276,83.2276,167724,832276,83.2276
11,809,997,100,1000000,170974,829026,82.9026,170974,829026,82.9026
11,809,1009,100,1000000,160378,839622,83.9622,160378,839622,83.9622
11,809,1511,100,1000000,219150,780850,78.085,219150,780850,78.085
11,809,1999,100,1000000,261696,738304,73.8304,261696,738304,73.8304
11,809,2003,100,1000000,241242,758758,75.8758,241242,758758,75.8758
11,809,2503,100,1000000,305848,694152,69.4152,305848,694152,69.4152
11,809,3001,100,1000000,354124,645876,64.5876,354124,645876,64.5876
11,809,4001,100,1000000,97120,902880,90.288,97120,902880,90.288
11,809,5003,100,1000000,520324,479676,47.9676,520324,479676,47.9676
11,809,6007,100,1000000,258630,741370,74.137,258630,741370,74.137
11,809,7001,100,1000000,723798,276202,27.6202,723798,276202,27.6202
11,809,8009,100,1000000,775126,224874,22.4874,775126,224874,22.4874
11,809,9001,100,1000000,660430,339570,33.957,660430,339570,33.957
11,809,10007,100,1000000,437788,562212,56.2212,437242,562758,56.2758
11,907,7,100,1000000,91516,908484,90.8484,91516,908484,90.8484
11,907,13,100,1000000,92050,907950,90.795,92050,907950,90.795
11,907,101,100,1000000,99866,900134,90.0134,99866,900134,90.0134
11,907,199,100,1000000,104152,895848,89.5848,104152,895848,89.5848
11,907,211,100,1000000,109698,890302,89.0302,109698,890302,89.0302
11,907,307,100,1000000,118378,881622,88.1622,118378,881622,88.1622
11,907,401,100,1000000,124300,875700,87.57,124300,875700,87.57
11,907,503,100,1000000,107626,892374,89.2374,107626,892374,89.2374
11,907,601,100,1000000,58906,941094,94.1094,58906,941094,94.1094
11,907,701,100,1000000,149228,850772,85.0772,149228,850772,85.0772
11,907,809,100,1000000,161884,838116,83.8116,161884,838116,83.8116
11,907,991,100,1000000,179442,820558,82.0558,179442,820558,82.0558
11,907,997,100,1000000,180554,819446,81.9446,180554,819446,81.9446
11,907,1009,100,1000000,182386,817614,81.7614,182386,817614,81.7614
11,907,1511,100,1000000,226830,773170,77.317,226830,773170,77.317
11,907,1999,100,1000000,255562,744438,74.4438,255562,744438,74.4438
11,907,2003,100,1000000,270802,729198,72.9198,270802,729198,72.9198
11,907,2503,100,1000000,283628,716372,71.6372,283628,716372,71.6372
11,907,3001,100,1000000,347716,652284,65.2284,347716,652284,65.2284
11,907,4001,100,1000000,422470,577530,57.753,422470,577530,57.753
11,907,5003,100,1000000,539278,460722,46.0722,539278,460722,46.0722
11,907,6007,100,1000000,630314,369686,36.9686,630314,369686,36.9686
11,907,7001,100,1000000,699610,300390,30.039,699610,300390,30.039
11,907,8009,100,1000000,225226,774774,77.4774,225226,774774,77.4774
11,907,9001,100,1000000,887216,112784,11.2784,887216,112784,11.2784
11,907,10007,100,1000000,826442,173558,17.3558,806510,193490,19.349
11,991,7,100,1000000,99832,900168,90.0168,99832,900168,90.0168
11,991,13,100,1000000,100366,899634,89.9634,100366,899634,89.9634
11,991,101,100,1000000,108186,891814,89.1814,108186,891814,89.1814
11,991,199,100,1000000,116668,883332,88.3332,116668,883332,88.3332
11,991,211,100,1000000,116770,883230,88.323,116770,883230,88.323
11,991,307,100,1000000,126476,873524,87.3524,126476,873524,87.3524
11,991,401,100,1000000,134890,865110,86.511,134890,865110,86.511
11,991,503,100,1000000,141634,858366,85.8366,141634,858366,85.8366
11,991,601,100,1000000,152886,847114,84.7114,152886,847114,84.7114
11,991,701,100,1000000,134230,865770,86.577,134230,865770,86.577
11,991,809,100,1000000,167724,832276,83.2276,167724,832276,83.2276
11,991,907,100,1000000,179442,820558,82.0558,179442,820558,82.0558
11,991,997,100,1000000,188210,811790,81.179,188210,811790,81.179
11,991,1009,100,1000000,189602,810398,81.0398,189602,810398,81.0398
11,991,1511,100,1000000,234802,765198,76.5198,234802,765198,76.5198
11,991,1999,100,1000000,277380,722620,72.262,277380,722620,72.262
11,991,2003,100,1000000,278056,721944,72.1944,278056,721944,72.1944
11,991,2503,100,1000000,313000,687000,68.7,313000,687000,68.7
11,991,3001,100,1000000,366094,633906,63.3906,366094,633906,63.3906
11,991,4001,100,1000000,454362,545638,54.5638,454362,545638,54.5638
11,991,5003,100,1000000,541986,458014,45.8014,541986,458014,45.8014
11,991,6007,100,1000000,629860,370140,37.014,629860,370140,37.014
11,991,7001,100,1000000,689188,310812,31.0812,689188,310812,31.0812
11,991,8009,100,1000000,746908,253092,25.3092,746908,253092,25.3092
11,991,9001,100,1000000,872272,127728,12.7728,872272,127728,12.7728
11,991,10007,100,1000000,748630,251370,25.137,738790,261210,26.121
11,997,7,100,1000000,100426,899574,89.9574,100426,899574,89.9574
11,997,13,100,1000000,100960,899040,89.904,100960,899040,89.904
11,997,101,100,1000000,108774,891226,89.1226,108774,891226,89.1226
11,997,199,100,1000000,117046,882954,88.2954,117046,882954,88.2954
11,997,211,100,1000000,118504,881496,88.1496,118504,881496,88.1496
11,997,307,100,1000000,122680,877320,87.732,122680,877320,87.732
11,997,401,100,1000000,78310,921690,92.169,78310,921690,92.169
11,997,503,100,1000000,144574,855426,85.5426,144574,855426,85.5426
11,997,601,100,1000000,145816,854184,85.4184,145816,854184,85.4184
11,997,701,100,1000000,151072,848928,84.8928,151072,848928,84.8928
11,997,809,100,1000000,170974,829026,82.9026,170974,829026,82.9026
11,997,907,100,1000000,180554,819446,81.9446,180554,819446,81.9446
11,997,991,100,1000000,188210,811790,81.179,188210,811790,81.179
11,997,1009,100,1000000,190150,809850,80.985,190150,809850,80.985
11,997,1511,100,1000000,234286,765714,76.5714,234286,765714,76.5714
11,997,1999,100,1000000,278594,721406,72.1406,278594,721406,72.1406
11,997,2003,100,1000000,278530,721470,72.147,278530,721470,72.147
11,997,2503,100,1000000,321482,678518,67.8518,321482,678518,67.8518
11,997,3001,100,1000000,368212,631788,63.1788,368212,631788,63.1788
11,997,4001,100,1000000,457710,542290,54.229,457710,542290,54.229
11,997,5003,100,1000000,545200,454800,45.48,545200,454800,45.48
11,997,6007,100,1000000,636844,363156,36.3156,636844,363156,36.3156
11,997,7001,100,1000000,97714,902286,90.2286,97714,902286,90.2286
11,997,8009,100,1000000,116524,883476,88.3476,116524,883476,88.3476
11,997,9001,100,1000000,874864,125136,12.5136,874864,125136,12.5136
11,997,10007,100,1000000,945946,54054,5.4054,945946,54054,5.4054
11,1009,7,100,1000000,101614,898386,89.8386,101614,898386,89.8386
11,1009,13,100,1000000,102148,897852,89.7852,102148,897852,89.7852
11,1009,101,100,1000000,109972,890028,89.0028,109972,890028,89.0028
11,1009,199,100,1000000,118560,881440,88.144,118560,881440,88.144
11,1009,211,100,1000000,116026,883974,88.3974,116026,883974,88.3974
11,1009,307,100,1000000,111622,888378,88.8378,111622,888378,88.8378
11,1009,401,100,1000000,135610,864390,86.439,135610,864390,86.439
11,1009,503,100,1000000,141816,858184,85.8184,141816,858184,85.8184
11,1009,601,100,1000000,96930,903070,90.307,96930,903070,90.307
11,1009,701,100,1000000,149872,850128,85.0128,149872,850128,85.0128
11,1009,809,100,1000000,160378,839622,83.9622,160378,839622,83.9622
11,1009,907,100,1000000,182386,817614,81.7614,182386,817614,81.7614
11,1009,991,100,1000000,189602,810398,81.0398,189602,810398,81.0398
11,1009,997,100,1000000,190150,809850,80.985,190150,809850,80.985
11,1009,1511,100,1000000,232336,767664,76.7664,232336,767664,76.7664
11,1009,1999,100,1000000,278704,721296,72.1296,278704,721296,72.1296
11,1009,2003,100,1000000,279264,720736,72.0736,279264,720736,72.0736
11,1009,2503,100,1000000,314146,685854,68.5854,314146,685854,68.5854
11,1009,3001,100,1000000,367586,632414,63.2414,367586,632414,63.2414
11,1009,4001,100,1000000,455890,544110,54.411,455890,544110,54.411
11,1009,5003,100,1000000,546566,453434,45.3434,546566,453434,45.3434
11,1009,6007,100,1000000,638812,361188,36.1188,638812,361188,36.1188
11,1009,7001,100,1000000,718192,281808,28.1808,718192,281808,28.1808
11,1009,8009,100,1000000,810026,189974,18.9974,810026,189974,18.9974
11,1009,9001,100,1000000,909298,90702,9.0702,909298,90702,9.0702
11,1009,10007,100,1000000,777130,222870,22.287,759868,240132,24.0132
11,1511,7,100,1000000,151312,848688,84.8688,151312,848688,84.8688
11,1511,13,100,1000000,151846,848154,84.8154,151846,848154,84.8154
11,1511,101,100,1000000,159652,840348,84.0348,159652,840348,84.0348
11,1511,199,100,1000000,167336,832664,83.2664,167336,832664,83.2664
11,1511,211,100,1000000,168976,831024,83.1024,168976,831024,83.1024
11,1511,307,100,1000000,175846,824154,82.4154,175846,824154,82.4154
11,1511,401,100,1000000,175752,824248,82.4248,175752,824248,82.4248
11,1511,503,100,1000000,193192,806808,80.6808,193192,806808,80.6808
11,1511,601,100,1000000,195568,804432,80.4432,195568,804432,80.4432
11,1511,701,100,1000000,204156,795844,79.5844,204156,795844,79.5844
11,1511,809,100,1000000,219150,780850,78.085,219150,780850,78.085
11,1511,907,100,1000000,226830,773170,77.317,226830,773170,77.317
11,1511,991,100,1000000,234802,765198,76.5198,234802,765198,76.5198
11,1511,997,100,1000000,234286,765714,76.5714,234286,765714,76.5714
11,1511,1009,100,1000000,232336,767664,76.7664,232336,767664,76.7664
11,1511,1999,100,1000000,318858,681142,68.1142,318858,681142,68.1142
11,1511,2003,100,1000000,319562,680438,68.0438,319562,680438,68.0438
11,1511,2503,100,1000000,325246,674754,67.4754,325246,674754,67.4754
11,1511,3001,100,1000000,392848,607152,60.7152,392848,607152,60.7152
11,1511,4001,100,1000000,484094,515906,51.5906,484094,515906,51.5906
11,1511,5003,100,1000000,533854,466146,46.6146,533854,466146,46.6146
11,1511,6007,100,1000000,648454,351546,35.1546,648454,351546,35.1546
11,1511,7001,100,1000000,731438,268562,26.8562,731438,268562,26.8562
11,1511,8009,100,1000000,782070,217930,21.793,782070,217930,21.793
11,1511,9001,100,1000000,872142,127858,12.7858,867918,132082,13.2082
11,1511,10007,100,1000000,876172,123828,12.3828,858752,141248,14.1248
11,1999,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,1999,13,100,1000000,200158,799842,79.9842,200158,799842,79.9842
11,1999,101,100,1000000,207960,792040,79.204,207960,792040,79.204
11,1999,199,100,1000000,213736,786264,78.6264,213736,786264,78.6264
11,1999,211,100,1000000,214138,785862,78.5862,214138,785862,78.5862
11,1999,307,100,1000000,224362,775638,77.5638,224362,775638,77.5638
11,1999,401,100,1000000,224788,775212,77.5212,224788,775212,77.5212
11,1999,503,100,1000000,239142,760858,76.0858,239142,760858,76.0858
11,1999,601,100,1000000,225766,774234,77.4234,225766,774234,77.4234
11,1999,701,100,1000000,251800,748200,74.82,251800,748200,74.82
11,1999,809,100,1000000,261696,738304,73.8304,261696,738304,73.8304
11,1999,907,100,1000000,255562,744438,74.4438,255562,744438,74.4438
11,1999,991,100,1000000,277380,722620,72.262,277380,722620,72.262
11,1999,997,100,1000000,278594,721406,72.1406,278594,721406,72.1406
11,1999,1009,100,1000000,278704,721296,72.1296,278704,721296,72.1296
11,1999,1511,100,1000000,318858,681142,68.1142,318858,681142,68.1142
11,1999,2003,100,1000000,239584,760416,76.0416,239584,760416,76.0416
11,1999,2503,100,1000000,395572,604428,60.4428,395572,604428,60.4428
11,1999,3001,100,1000000,436620,563380,56.338,436620,563380,56.338
11,1999,4001,100,1000000,326626,673374,67.3374,326626,673374,67.3374
11,1999,5003,100,1000000,78310,921690,92.169,78310,921690,92.169
11,1999,6007,100,1000000,463330,536670,53.667,463330,536670,53.667
11,1999,7001,100,1000000,751570,248430,24.843,751570,248430,24.843
11,1999,8009,100,1000000,566392,433608,43.3608,566392,433608,43.3608
11,1999,9001,100,1000000,117118,882882,88.2882,117118,882882,88.2882
11,1999,10007,100,1000000,647560,352440,35.244,623620,376380,37.638
11,2003,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,2003,13,100,1000000,200554,799446,79.9446,200554,799446,79.9446
11,2003,101,100,1000000,208352,791648,79.1648,208352,791648,79.1648
11,2003,199,100,1000000,214678,785322,78.5322,214678,785322,78.5322
11,2003,211,100,1000000,216316,783684,78.3684,216316,783684,78.3684
11,2003,307,100,1000000,224674,775326,77.5326,224674,775326,77.5326
11,2003,401,100,1000000,231348,768652,76.8652,231348,768652,76.8652
11,2003,503,100,1000000,239620,760380,76.038,239620,760380,76.038
11,2003,601,100,1000000,247576,752424,75.2424,247576,752424,75.2424
11,2003,701,100,1000000,255528,744472,74.4472,255528,744472,74.4472
11,2003,809,100,1000000,241242,758758,75.8758,241242,758758,75.8758
11,2003,907,100,1000000,270802,729198,72.9198,270802,729198,72.9198
11,2003,991,100,1000000,278056,721944,72.1944,278056,721944,72.1944
11,2003,997,100,1000000,278530,721470,72.147,278530,721470,72.147
11,2003,1009,100,1000000,279264,720736,72.0736,279264,720736,72.0736
11,2003,1511,100,1000000,319562,680438,68.0438,319562,680438,68.0438
11,2003,1999,100,1000000,239584,760416,76.0416,239584,760416,76.0416
11,2003,2503,100,1000000,375418,624582,62.4582,375418,624582,62.4582
11,2003,3001,100,1000000,436398,563602,56.3602,436398,563602,56.3602
11,2003,4001,100,1000000,340510,659490,65.949,340510,659490,65.949
11,2003,5003,100,1000000,593208,406792,40.6792,593208,406792,40.6792
11,2003,6007,100,1000000,415626,584374,58.4374,415626,584374,58.4374
11,2003,7001,100,1000000,748666,251334,25.1334,748666,251334,25.1334
11,2003,8009,100,1000000,516552,483448,48.3448,516552,483448,48.3448
11,2003,9001,100,1000000,915052,84948,8.4948,908902,91098,9.1098
11,2003,10007,100,1000000,631540,368460,36.846,616300,383700,38.37
11,2503,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,2503,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,2503,101,100,1000000,257858,742142,74.2142,257858,742142,74.2142
11,2503,199,100,1000000,264774,735226,73.5226,264774,735226,73.5226
11,2503,211,100,1000000,264238,735762,73.5762,264238,735762,73.5762
11,2503,307,100,1000000,272650,727350,72.735,272650,727350,72.735
11,2503,401,100,1000000,274762,725238,72.5238,274762,725238,72.5238
11,2503,503,100,1000000,285622,714378,71.4378,285622,714378,71.4378
11,2503,601,100,1000000,135136,864864,86.4864,135136,864864,86.4864
11,2503,701,100,1000000,170626,829374,82.9374,170626,829374,82.9374
11,2503,809,100,1000000,305848,694152,69.4152,305848,694152,69.4152
11,2503,907,100,1000000,283628,716372,71.6372,283628,716372,71.6372
11,2503,991,100,1000000,313000,687000,68.7,313000,687000,68.7
11,2503,997,100,1000000,321482,678518,67.8518,321482,678518,67.8518
11,2503,1009,100,1000000,314146,685854,68.5854,314146,685854,68.5854
11,2503,1511,100,1000000,325246,674754,67.4754,325246,674754,67.4754
11,2503,1999,100,1000000,395572,604428,60.4428,395572,604428,60.4428
11,2503,2003,100,1000000,375418,624582,62.4582,375418,624582,62.4582
11,2503,3001,100,1000000,466854,533146,53.3146,466854,533146,53.3146
11,2503,4001,100,1000000,524170,475830,47.583,524170,475830,47.583
11,2503,5003,100,1000000,326626,673374,67.3374,326626,673374,67.3374
11,2503,6007,100,1000000,686800,313200,31.32,686800,313200,31.32
11,2503,7001,100,1000000,757762,242238,24.2238,757762,242238,24.2238
11,2503,8009,100,1000000,651106,348894,34.8894,651106,348894,34.8894
11,2503,9001,100,1000000,850298,149702,14.9702,840974,159026,15.9026
11,2503,10007,100,1000000,526520,473480,47.348,506720,493280,49.328
11,3001,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,3001,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,3001,101,100,1000000,307146,692854,69.2854,307146,692854,69.2854
11,3001,199,100,1000000,313728,686272,68.6272,313728,686272,68.6272
11,3001,211,100,1000000,314158,685842,68.5842,314158,685842,68.5842
11,3001,307,100,1000000,320950,679050,67.905,320950,679050,67.905
11,3001,401,100,1000000,325020,674980,67.498,325020,674980,67.498
11,3001,503,100,1000000,334472,665528,66.5528,334472,665528,66.5528
11,3001,601,100,1000000,332290,667710,66.771,332290,667710,66.771
11,3001,701,100,1000000,240490,759510,75.951,240490,759510,75.951
11,3001,809,100,1000000,354124,645876,64.5876,354124,645876,64.5876
11,3001,907,100,1000000,347716,652284,65.2284,347716,652284,65.2284
