p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
7,1511,701,100,1000000,208254,791746,79.1746,208254,791746,79.1746
7,1511,809,100,1000000,218436,781564,78.1564,218436,781564,78.1564
7,1511,907,100,1000000,216694,783306,78.3306,216694,783306,78.3306
7,1511,991,100,1000000,115942,884058,88.4058,115942,884058,88.4058
7,1511,997,100,1000000,230452,769548,76.9548,230452,769548,76.9548
7,1511,1009,100,1000000,233346,766654,76.6654,233346,766654,76.6654
7,1511,1999,100,1000000,310846,689154,68.9154,310846,689154,68.9154
7,1511,2003,100,1000000,115360,884640,88.464,115360,884640,88.464
7,1511,2503,100,1000000,352324,647676,64.7676,352324,647676,64.7676
7,1511,3001,100,1000000,58906,941094,94.1094,58906,941094,94.1094
7,1511,4001,100,1000000,474198,525802,52.5802,474198,525802,52.5802
7,1511,5003,100,1000000,573720,426280,42.628,573720,426280,42.628
7,1511,6007,100,1000000,573972,426028,42.6028,573972,426028,42.6028
7,1511,7001,100,1000000,531840,468160,46.816,531840,468160,46.816
7,1511,8009,100,1000000,581230,418770,41.877,581230,418770,41.877
7,1511,9001,100,1000000,811210,188790,18.879,806554,193446,19.3446
7,1511,10007,100,1000000,599278,400722,40.0722,576144,423856,42.3856
7,1999,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,1999,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,1999,101,100,1000000,207968,792032,79.2032,207968,792032,79.2032
7,1999,199,100,1000000,215530,784470,78.447,215530,784470,78.447
7,1999,211,100,1000000,215488,784512,78.4512,215488,784512,78.4512
7,1999,307,100,1000000,155926,844074,84.4074,155926,844074,84.4074
7,1999,401,100,1000000,230518,769482,76.9482,230518,769482,76.9482
7,1999,503,100,1000000,237172,762828,76.2828,237172,762828,76.2828
7,1999,601,100,1000000,226090,773910,77.391,226090,773910,77.391
7,1999,701,100,1000000,253284,746716,74.6716,253284,746716,74.6716
7,1999,809,100,1000000,260566,739434,73.9434,260566,739434,73.9434
7,1999,907,100,1000000,267070,732930,73.293,267070,732930,73.293
7,1999,991,100,1000000,270276,729724,72.9724,270276,729724,72.9724
7,1999,997,100,1000000,240190,759810,75.981,240190,759810,75.981
7,1999,1009,100,1000000,272564,727436,72.7436,272564,727436,72.7436
7,1999,1511,100,1000000,310846,689154,68.9154,310846,689154,68.9154
7,1999,2003,100,1000000,169696,830304,83.0304,169696,830304,83.0304
7,1999,2503,100,1000000,382402,617598,61.7598,382402,617598,61.7598
7,1999,3001,100,1000000,354570,645430,64.543,354570,645430,64.543
7,1999,4001,100,1000000,224194,775806,77.5806,224194,775806,77.5806
7,1999,5003,100,1000000,502490,497510,49.751,502490,497510,49.751
7,1999,6007,100,1000000,338770,661230,66.123,338770,661230,66.123
7,1999,7001,100,1000000,600874,399126,39.9126,600874,399126,39.9126
7,1999,8009,100,1000000,417448,582552,58.2552,417448,582552,58.2552
7,1999,9001,100,1000000,716802,283198,28.3198,704514,295486,29.5486
7,1999,10007,100,1000000,468040,531960,53.196,457540,542460,54.246
7,2003,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,2003,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,2003,101,100,1000000,208352,791648,79.1648,208352,791648,79.1648
7,2003,199,100,1000000,215458,784542,78.4542,215458,784542,78.4542
7,2003,211,100,1000000,215452,784548,78.4548,215452,784548,78.4548
7,2003,307,100,1000000,215128,784872,78.4872,215128,784872,78.4872
7,2003,401,100,1000000,228682,771318,77.1318,228682,771318,77.1318
7,2003,503,100,1000000,239160,760840,76.084,239160,760840,76.084
7,2003,601,100,1000000,247210,752790,75.279,247210,752790,75.279
7,2003,701,100,1000000,252756,747244,74.7244,252756,747244,74.7244
7,2003,809,100,1000000,254526,745474,74.5474,254526,745474,74.5474
7,2003,907,100,1000000,233488,766512,76.6512,233488,766512,76.6512
7,2003,991,100,1000000,58906,941094,94.1094,58906,941094,94.1094
7,2003,997,100,1000000,261922,738078,73.8078,261922,738078,73.8078
7,2003,1009,100,1000000,270196,729804,72.9804,270196,729804,72.9804
7,2003,1511,100,1000000,115360,884640,88.464,115360,884640,88.464
7,2003,1999,100,1000000,169696,830304,83.0304,169696,830304,83.0304
7,2003,2503,100,1000000,388288,611712,61.1712,388288,611712,61.1712
7,2003,3001,100,1000000,58906,941094,94.1094,58906,941094,94.1094
7,2003,4001,100,1000000,240190,759810,75.981,240190,759810,75.981
7,2003,5003,100,1000000,491310,508690,50.869,491310,508690,50.869
7,2003,6007,100,1000000,279994,720006,72.0006,279994,720006,72.0006
7,2003,7001,100,1000000,644734,355266,35.5266,644734,355266,35.5266
7,2003,8009,100,1000000,350488,649512,64.9512,350488,649512,64.9512
7,2003,9001,100,1000000,761350,238650,23.865,755750,244250,24.425
7,2003,10007,100,1000000,443860,556140,55.614,443860,556140,55.614
7,2503,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,2503,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,2503,101,100,1000000,257850,742150,74.215,257850,742150,74.215
7,2503,199,100,1000000,242056,757944,75.7944,242056,757944,75.7944
7,2503,211,100,1000000,261630,738370,73.837,261630,738370,73.837
7,2503,307,100,1000000,272386,727614,72.7614,272386,727614,72.7614
7,2503,401,100,1000000,279460,720540,72.054,279460,720540,72.054
7,2503,503,100,1000000,286546,713454,71.3454,286546,713454,71.3454
7,2503,601,100,1000000,295354,704646,70.4646,295354,704646,70.4646
7,2503,701,100,1000000,286096,713904,71.3904,286096,713904,71.3904
7,2503,809,100,1000000,308872,691128,69.1128,308872,691128,69.1128
7,2503,907,100,1000000,188320,811680,81.168,188320,811680,81.168
7,2503,991,100,1000000,322676,677324,67.7324,322676,677324,67.7324
7,2503,997,100,1000000,96930,903070,90.307,96930,903070,90.307
7,2503,1009,100,1000000,323626,676374,67.6374,323626,676374,67.6374
7,2503,1511,100,1000000,352324,647676,64.7676,352324,647676,64.7676
7,2503,1999,100,1000000,382402,617598,61.7598,382402,617598,61.7598
7,2503,2003,100,1000000,388288,611712,61.1712,388288,611712,61.1712
7,2503,3001,100,1000000,455470,544530,54.453,455470,544530,54.453
7,2503,4001,100,1000000,532764,467236,46.7236,532764,467236,46.7236
7,2503,5003,100,1000000,224194,775806,77.5806,224194,775806,77.5806
7,2503,6007,100,1000000,682618,317382,31.7382,682618,317382,31.7382
7,2503,7001,100,1000000,730722,269278,26.9278,730722,269278,26.9278
7,2503,8009,100,1000000,766272,233728,23.3728,764032,235968,23.5968
7,2503,9001,100,1000000,275530,724470,72.447,274338,725662,72.5662
7,2503,10007,100,1000000,363880,636120,63.612,363880,636120,63.612
7,3001,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,3001,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,3001,101,100,1000000,307142,692858,69.2858,307142,692858,69.2858
7,3001,199,100,1000000,313552,686448,68.6448,313552,686448,68.6448
7,3001,211,100,1000000,313702,686298,68.6298,313702,686298,68.6298
7,3001,307,100,1000000,313120,686880,68.688,313120,686880,68.688
7,3001,401,100,1000000,326764,673236,67.3236,326764,673236,67.3236
7,3001,503,100,1000000,332200,667800,66.78,332200,667800,66.78
7,3001,601,100,1000000,340724,659276,65.9276,340724,659276,65.9276
7,3001,701,100,1000000,343236,656764,65.6764,343236,656764,65.6764
7,3001,809,100,1000000,352462,647538,64.7538,352462,647538,64.7538
7,3001,907,100,1000000,330868,669132,66.9132,330868,669132,66.9132
7,3001,991,100,1000000,78112,921888,92.1888,78112,921888,92.1888
7,3001,997,100,1000000,338770,661230,66.123,338770,661230,66.123
7,3001,1009,100,1000000,362044,637956,63.7956,362044,637956,63.7956
7,3001,1511,100,1000000,58906,941094,94.1094,58906,941094,94.1094
7,3001,1999,100,1000000,354570,645430,64.543,354570,645430,64.543
7,3001,2003,100,1000000,58906,941094,94.1094,58906,941094,94.1094
7,3001,2503,100,1000000,455470,544530,54.453,455470,544530,54.453
7,3001,4001,100,1000000,436888,563112,56.3112,436888,563112,56.3112
7,3001,5003,100,1000000,507040,492960,49.296,507040,492960,49.296
7,3001,6007,100,1000000,240190,759810,75.981,240190,759810,75.981
7,3001,7001,100,1000000,613216,386784,38.6784,613216,386784,38.6784
7,3001,8009,100,1000000,718444,281556,28.1556,718444,281556,28.1556
7,3001,9001,100,1000000,279994,720006,72.0006,279994,720006,72.0006
7,3001,10007,100,1000000,789070,210930,21.093,750284,249716,24.9716
7,4001,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,4001,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,4001,101,100,1000000,406124,593876,59.3876,406124,593876,59.3876
7,4001,199,100,1000000,231760,768240,76.824,231760,768240,76.824
7,4001,211,100,1000000,406702,593298,59.3298,406702,593298,59.3298
7,4001,307,100,1000000,416166,583834,58.3834,416166,583834,58.3834
7,4001,401,100,1000000,416704,583296,58.3296,416704,583296,58.3296
7,4001,503,100,1000000,427374,572626,57.2626,427374,572626,57.2626
7,4001,601,100,1000000,377602,622398,62.2398,377602,622398,62.2398
7,4001,701,100,1000000,386464,613536,61.3536,386464,613536,61.3536
7,4001,809,100,1000000,447252,552748,55.2748,447252,552748,55.2748
7,4001,907,100,1000000,313314,686686,68.6686,313314,686686,68.6686
7,4001,991,100,1000000,452614,547386,54.7386,452614,547386,54.7386
7,4001,997,100,1000000,417448,582552,58.2552,417448,582552,58.2552
7,4001,1009,100,1000000,97120,902880,90.288,97120,902880,90.288
7,4001,1511,100,1000000,474198,525802,52.5802,474198,525802,52.5802
7,4001,1999,100,1000000,224194,775806,77.5806,224194,775806,77.5806
7,4001,2003,100,1000000,240190,759810,75.981,240190,759810,75.981
7,4001,2503,100,1000000,532764,467236,46.7236,532764,467236,46.7236
7,4001,3001,100,1000000,436888,563112,56.3112,436888,563112,56.3112
7,4001,5003,100,1000000,97120,902880,90.288,97120,902880,90.288
7,4001,6007,100,1000000,395334,604666,60.4666,395334,604666,60.4666
7,4001,7001,100,1000000,643816,356184,35.6184,643816,356184,35.6184
7,4001,8009,100,1000000,39502,960498,96.0498,39502,960498,96.0498
7,4001,9001,100,1000000,746920,253080,25.308,700840,299160,29.916
7,4001,10007,100,1000000,491310,508690,50.869,475560,524440,52.444
7,5003,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,5003,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,5003,101,100,1000000,505298,494702,49.4702,505298,494702,49.4702
7,5003,199,100,1000000,287200,712800,71.28,287200,712800,71.28
7,5003,211,100,1000000,509218,490782,49.0782,509218,490782,49.0782
7,5003,307,100,1000000,276508,723492,72.3492,276508,723492,72.3492
7,5003,401,100,1000000,397090,602910,60.291,397090,602910,60.291
7,5003,503,100,1000000,517612,482388,48.2388,517612,482388,48.2388
7,5003,601,100,1000000,515326,484674,48.4674,515326,484674,48.4674
7,5003,701,100,1000000,527272,472728,47.2728,527272,472728,47.2728
7,5003,809,100,1000000,531966,468034,46.8034,531966,468034,46.8034
7,5003,907,100,1000000,536676,463324,46.3324,536676,463324,46.3324
7,5003,991,100,1000000,542188,457812,45.7812,542188,457812,45.7812
7,5003,997,100,1000000,504310,495690,49.569,504310,495690,49.569
7,5003,1009,100,1000000,115930,884070,88.407,115930,884070,88.407
7,5003,1511,100,1000000,573720,426280,42.628,573720,426280,42.628
7,5003,1999,100,1000000,502490,497510,49.751,502490,497510,49.751
7,5003,2003,100,1000000,491310,508690,50.869,491310,508690,50.869
7,5003,2503,100,1000000,224194,775806,77.5806,224194,775806,77.5806
7,5003,3001,100,1000000,507040,492960,49.296,507040,492960,49.296
7,5003,4001,100,1000000,97120,902880,90.288,97120,902880,90.288
7,5003,6007,100,1000000,687090,312910,31.291,680468,319532,31.9532
7,5003,7001,100,1000000,721540,278460,27.846,720682,279318,27.9318
7,5003,8009,100,1000000,152220,847780,84.778,152220,847780,84.778
7,5003,9001,100,1000000,812410,187590,18.759,773660,226340,22.634
7,5003,10007,100,1000000,208198,791802,79.1802,204488,795512,79.5512
7,6007,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,6007,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,6007,101,100,1000000,603208,396792,39.6792,603208,396792,39.6792
7,6007,199,100,1000000,607498,392502,39.2502,607498,392502,39.2502
7,6007,211,100,1000000,409564,590436,59.0436,409564,590436,59.0436
7,6007,307,100,1000000,358480,641520,64.152,358480,641520,64.152
7,6007,401,100,1000000,602530,397470,39.747,602530,397470,39.747
7,6007,503,100,1000000,614586,385414,38.5414,614586,385414,38.5414
7,6007,601,100,1000000,621400,378600,37.86,621400,378600,37.86
7,6007,701,100,1000000,596786,403214,40.3214,596786,403214,40.3214
7,6007,809,100,1000000,629908,370092,37.0092,629908,370092,37.0092
7,6007,907,100,1000000,355920,644080,64.408,355920,644080,64.408
7,6007,991,100,1000000,636340,363660,36.366,636340,363660,36.366
7,6007,997,100,1000000,588142,411858,41.1858,588142,411858,41.1858
7,6007,1009,100,1000000,629248,370752,37.0752,629248,370752,37.0752
7,6007,1511,100,1000000,573972,426028,42.6028,573972,426028,42.6028
7,6007,1999,100,1000000,338770,661230,66.123,338770,661230,66.123
7,6007,2003,100,1000000,279994,720006,72.0006,279994,720006,72.0006
7,6007,2503,100,1000000,682618,317382,31.7382,682618,317382,31.7382
7,6007,3001,100,1000000,240190,759810,75.981,240190,759810,75.981
7,6007,4001,100,1000000,395334,604666,60.4666,395334,604666,60.4666
7,6007,5003,100,1000000,687090,312910,31.291,680468,319532,31.9532
7,6007,7001,100,1000000,827914,172086,17.2086,802662,197338,19.7338
7,6007,8009,100,1000000,436888,563112,56.3112,436888,563112,56.3112
7,6007,9001,100,1000000,449686,550314,55.0314,409756,590244,59.0244
7,6007,10007,100,1000000,96930,903070,90.307,96930,903070,90.307
7,7001,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,7001,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,7001,101,100,1000000,698842,301158,30.1158,698842,301158,30.1158
7,7001,199,100,1000000,681796,318204,31.8204,681796,318204,31.8204
7,7001,211,100,1000000,702590,297410,29.741,702590,297410,29.741
7,7001,307,100,1000000,675796,324204,32.4204,675796,324204,32.4204
7,7001,401,100,1000000,439858,560142,56.0142,439858,560142,56.0142
7,7001,503,100,1000000,696184,303816,30.3816,696184,303816,30.3816
7,7001,601,100,1000000,671160,328840,32.884,671160,328840,32.884
7,7001,701,100,1000000,716830,283170,28.317,716830,283170,28.317
7,7001,809,100,1000000,459460,540540,54.054,459460,540540,54.054
7,7001,907,100,1000000,721618,278382,27.8382,721618,278382,27.8382
7,7001,991,100,1000000,713730,286270,28.627,713730,286270,28.627
7,7001,997,100,1000000,630046,369954,36.9954,630046,369954,36.9954
7,7001,1009,100,1000000,723742,276258,27.6258,723742,276258,27.6258
7,7001,1511,100,1000000,531840,468160,46.816,531840,468160,46.816
7,7001,1999,100,1000000,600874,399126,39.9126,600874,399126,39.9126
7,7001,2003,100,1000000,644734,355266,35.5266,644734,355266,35.5266
7,7001,2503,100,1000000,730722,269278,26.9278,730722,269278,26.9278
7,7001,3001,100,1000000,613216,386784,38.6784,613216,386784,38.6784
7,7001,4001,100,1000000,643816,356184,35.6184,643816,356184,35.6184
7,7001,5003,100,1000000,721540,278460,27.846,720682,279318,27.9318
7,7001,6007,100,1000000,827914,172086,17.2086,802662,197338,19.7338
7,7001,8009,100,1000000,873280,126720,12.672,814202,185798,18.5798
7,7001,9001,100,1000000,815074,184926,18.4926,704128,295872,29.5872
7,7001,10007,100,1000000,906670,93330,9.333,790816,209184,20.9184
7,8009,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,8009,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,8009,101,100,1000000,797248,202752,20.2752,797248,202752,20.2752
7,8009,199,100,1000000,447580,552420,55.242,447580,552420,55.242
7,8009,211,100,1000000,725818,274182,27.4182,725818,274182,27.4182
7,8009,307,100,1000000,566380,433620,43.362,566380,433620,43.362
7,8009,401,100,1000000,757462,242538,24.2538,757462,242538,24.2538
7,8009,503,100,1000000,776658,223342,22.3342,776658,223342,22.3342
7,8009,601,100,1000000,379864,620136,62.0136,379864,620136,62.0136
7,8009,701,100,1000000,358590,641410,64.141,358590,641410,64.141
7,8009,809,100,1000000,798226,201774,20.1774,798226,201774,20.1774
7,8009,907,100,1000000,297298,702702,70.2702,297298,702702,70.2702
7,8009,991,100,1000000,758032,241968,24.1968,758032,241968,24.1968
7,8009,997,100,1000000,725836,274164,27.4164,725836,274164,27.4164
7,8009,1009,100,1000000,171172,828828,82.8828,171172,828828,82.8828
7,8009,1511,100,1000000,581230,418770,41.877,581230,418770,41.877
7,8009,1999,100,1000000,417448,582552,58.2552,417448,582552,58.2552
7,8009,2003,100,1000000,350488,649512,64.9512,350488,649512,64.9512
7,8009,2503,100,1000000,766272,233728,23.3728,764032,235968,23.5968
7,8009,3001,100,1000000,718444,281556,28.1556,718444,281556,28.1556
7,8009,4001,100,1000000,39502,960498,96.0498,39502,960498,96.0498
7,8009,5003,100,1000000,152220,847780,84.778,152220,847780,84.778
7,8009,6007,100,1000000,436888,563112,56.3112,436888,563112,56.3112
7,8009,7001,100,1000000,873280,126720,12.672,814202,185798,18.5798
7,8009,9001,100,1000000,956044,43956,4.3956,831502,168498,16.8498
7,8009,10007,100,1000000,611560,388440,38.844,611560,388440,38.844
7,9001,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,9001,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,9001,101,100,1000000,893278,106722,10.6722,893278,106722,10.6722
7,9001,199,100,1000000,639640,360360,36.036,639640,360360,36.036
7,9001,211,100,1000000,707950,292050,29.205,707950,292050,29.205
7,9001,307,100,1000000,395506,604494,60.4494,395506,604494,60.4494
7,9001,401,100,1000000,859156,140844,14.0844,859156,140844,14.0844
7,9001,503,100,1000000,850768,149232,14.9232,850768,149232,14.9232
7,9001,601,100,1000000,175330,824670,82.467,175330,824670,82.467
7,9001,701,100,1000000,276508,723492,72.3492,276508,723492,72.3492
7,9001,809,100,1000000,899812,100188,10.0188,899812,100188,10.0188
7,9001,907,100,1000000,907300,92700,9.27,907300,92700,9.27
7,9001,991,100,1000000,850852,149148,14.9148,850852,149148,14.9148
7,9001,997,100,1000000,135136,864864,86.4864,135136,864864,86.4864
7,9001,1009,100,1000000,862020,137980,13.798,862020,137980,13.798
7,9001,1511,100,1000000,811210,188790,18.879,806554,193446,19.3446
7,9001,1999,100,1000000,716802,283198,28.3198,704514,295486,29.5486
7,9001,2003,100,1000000,761350,238650,23.865,755750,244250,24.425
7,9001,2503,100,1000000,275530,724470,72.447,274338,725662,72.5662
7,9001,3001,100,1000000,279994,720006,72.0006,279994,720006,72.0006
7,9001,4001,100,1000000,746920,253080,25.308,700840,299160,29.916
7,9001,5003,100,1000000,812410,187590,18.759,773660,226340,22.634
7,9001,6007,100,1000000,449686,550314,55.0314,409756,590244,59.0244
7,9001,7001,100,1000000,815074,184926,18.4926,704128,295872,29.5872
7,9001,8009,100,1000000,956044,43956,4.3956,831502,168498,16.8498
7,9001,10007,100,1000000,947478,52522,5.2522,790550,209450,20.945
7,10007,11,100,1000000,172300,827700,82.77,172300,827700,82.77
7,10007,13,100,1000000,190900,809100,80.91,190900,809100,80.91
7,10007,101,100,1000000,979210,20790,2.079,978430,21570,2.157
7,10007,199,100,1000000,819820,180180,18.018,816160,183840,18.384
7,10007,211,100,1000000,695278,304722,30.4722,692268,307732,30.7732
7,10007,307,100,1000000,795070,204930,20.493,787960,212040,21.204
7,10007,401,100,1000000,913432,86568,8.6568,906538,93462,9.3462
7,10007,503,100,1000000,918564,81436,8.1436,908518,91482,9.1482
7,10007,601,100,1000000,424810,575190,57.519,424810,575190,57.519
7,10007,701,100,1000000,617310,382690,38.269,617212,382788,38.2788
7,10007,809,100,1000000,983850,16150,1.615,964740,35260,3.526
7,10007,907,100,1000000,850270,149730,14.973,834170,165830,16.583
7,10007,991,100,1000000,991630,8370,0.837,970528,29472,2.9472
7,10007,997,100,1000000,824230,175770,17.577,808296,191704,19.1704
7,10007,1009,100,1000000,848512,151488,15.1488,830554,169446,16.9446
7,10007,1511,100,1000000,599278,400722,40.0722,576144,423856,42.3856
7,10007,1999,100,1000000,468040,531960,53.196,457540,542460,54.246
7,10007,2003,100,1000000,443860,556140,55.614,443860,556140,55.614
7,10007,2503,100,1000000,363880,636120,63.612,363880,636120,63.612
7,10007,3001,100,1000000,789070,210930,21.093,750284,249716,24.9716
7,10007,4001,100,1000000,491310,508690,50.869,475560,524440,52.444
7,10007,5003,100,1000000,208198,791802,79.1802,204488,795512,79.5512
7,10007,6007,100,1000000,96930,903070,90.307,96930,903070,90.307
7,10007,7001,100,1000000,906670,93330,9.333,790816,209184,20.9184
7,10007,8009,100,1000000,611560,388440,38.844,611560,388440,38.844
7,10007,9001,100,1000000,947478,52522,5.2522,790550,209450,20.945
11,7,13,100,1000000,3038,996962,99.6962,3038,996962,99.6962
11,7,101,100,1000000,11722,988278,98.8278,11722,988278,98.8278
11,7,199,100,1000000,21424,978576,97.8576,21424,978576,97.8576
11,7,211,100,1000000,22612,977388,97.7388,22612,977388,97.7388
11,7,307,100,1000000,32116,967884,96.7884,32116,967884,96.7884
11,7,401,100,1000000,41422,958578,95.8578,41422,958578,95.8578
11,7,503,100,1000000,51520,948480,94.848,51520,948480,94.848
11,7,601,100,1000000,61222,938778,93.8778,61222,938778,93.8778
11,7,701,100,1000000,71122,928878,92.8878,71122,928878,92.8878
11,7,809,100,1000000,81814,918186,91.8186,81814,918186,91.8186
11,7,907,100,1000000,91516,908484,90.8484,91516,908484,90.8484
11,7,991,100,1000000,99832,900168,90.0168,99832,900168,90.0168
11,7,997,100,1000000,100426,899574,89.9574,100426,899574,89.9574
11,7,1009,100,1000000,101614,898386,89.8386,101614,898386,89.8386
11,7,1511,100,1000000,151312,848688,84.8688,151312,848688,84.8688
11,7,1999,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,2003,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,2503,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,3001,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,4001,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,5003,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,6007,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,7001,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,8009,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,9001,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7,10007,100,1000000,172300,827700,82.77,172300,827700,82.77
11,13,7,100,1000000,3038,996962,99.6962,3038,996962,99.6962
11,13,101,100,1000000,12256,987744,98.7744,12256,987744,98.7744
11,13,199,100,1000000,21958,978042,97.8042,21958,978042,97.8042
11,13,211,100,1000000,23146,976854,97.6854,23146,976854,97.6854
11,13,307,100,1000000,32650,967350,96.735,32650,967350,96.735
11,13,401,100,1000000,41956,958044,95.8044,41956,958044,95.8044
11,13,503,100,1000000,52054,947946,94.7946,52054,947946,94.7946
11,13,601,100,1000000,61756,938244,93.8244,61756,938244,93.8244
11,13,701,100,1000000,71656,928344,92.8344,71656,928344,92.8344
11,13,809,100,1000000,82348,917652,91.7652,82348,917652,91.7652
11,13,907,100,1000000,92050,907950,90.795,92050,907950,90.795
11,13,991,100,1000000,100366,899634,89.9634,100366,899634,89.9634
11,13,997,100,1000000,100960,899040,89.904,100960,899040,89.904
11,13,1009,100,1000000,102148,897852,89.7852,102148,897852,89.7852
11,13,1511,100,1000000,151846,848154,84.8154,151846,848154,84.8154
11,13,1999,100,1000000,200158,799842,79.9842,200158,799842,79.9842
11,13,2003,100,1000000,200554,799446,79.9446,200554,799446,79.9446
11,13,2503,100,1000000,225700,774300,77.43,225700,774300,77.43
11,13,3001,100,1000000,225700,774300,77.43,225700,774300,77.43
11,13,4001,100,1000000,225700,774300,77.43,225700,774300,77.43
11,13,5003,100,1000000,225700,774300,77.43,225700,774300,77.43
11,13,6007,100,1000000,225700,774300,77.43,225700,774300,77.43
11,13,7001,100,1000000,225700,774300,77.43,225700,774300,77.43
11,13,8009,100,1000000,225700,774300,77.43,225700,774300,77.43
11,13,9001,100,1000000,225700,774300,77.43,225700,774300,77.43
11,13,10007,100,1000000,225700,774300,77.43,225700,774300,77.43
11,101,7,100,1000000,11722,988278,98.8278,11722,988278,98.8278
11,101,13,100,1000000,12256,987744,98.7744,12256,987744,98.7744
11,101,199,100,1000000,30160,969840,96.984,30160,969840,96.984
11,101,211,100,1000000,30976,969024,96.9024,30976,969024,96.9024
11,101,307,100,1000000,40734,959266,95.9266,40734,959266,95.9266
11,101,401,100,1000000,50010,949990,94.999,50010,949990,94.999
11,101,503,100,1000000,59878,940122,94.0122,59878,940122,94.0122
11,101,601,100,1000000,69700,930300,93.03,69700,930300,93.03
11,101,701,100,1000000,79480,920520,92.052,79480,920520,92.052
11,101,809,100,1000000,90174,909826,90.9826,90174,909826,90.9826
11,101,907,100,1000000,99866,900134,90.0134,99866,900134,90.0134
11,101,991,100,1000000,108186,891814,89.1814,108186,891814,89.1814
11,101,997,100,1000000,108774,891226,89.1226,108774,891226,89.1226
11,101,1009,100,1000000,109972,890028,89.0028,109972,890028,89.0028
11,101,1511,100,1000000,159652,840348,84.0348,159652,840348,84.0348
11,101,1999,100,1000000,207960,792040,79.204,207960,792040,79.204
11,101,2003,100,1000000,208352,791648,79.1648,208352,791648,79.1648
11,101,2503,100,1000000,257858,742142,74.2142,257858,742142,74.2142
11,101,3001,100,1000000,307146,692854,69.2854,307146,692854,69.2854
11,101,4001,100,1000000,406114,593886,59.3886,406114,593886,59.3886
11,101,5003,100,1000000,505300,494700,49.47,505300,494700,49.47
11,101,6007,100,1000000,603604,396396,39.6396,603604,396396,39.6396
11,101,7001,100,1000000,699436,300564,30.0564,699436,300564,30.0564
11,101,8009,100,1000000,797446,202554,20.2554,797446,202554,20.2554
11,101,9001,100,1000000,893278,106722,10.6722,893278,106722,10.6722
11,101,10007,100,1000000,972280,27720,2.772,971510,28490,2.849
11,199,7,100,1000000,21424,978576,97.8576,21424,978576,97.8576
11,199,13,100,1000000,21958,978042,97.8042,21958,978042,97.8042
11,199,101,100,1000000,30160,969840,96.984,30160,969840,96.984
11,199,211,100,1000000,40522,959478,95.9478,40522,959478,95.9478
11,199,307,100,1000000,49876,950124,95.0124,49876,950124,95.0124
11,199,401,100,1000000,59266,940734,94.0734,59266,940734,94.0734
11,199,503,100,1000000,69202,930798,93.0798,69202,930798,93.0798
11,199,601,100,1000000,78724,921276,92.1276,78724,921276,92.1276
11,199,701,100,1000000,88516,911484,91.1484,88516,911484,91.1484
11,199,809,100,1000000,98776,901224,90.1224,98776,901224,90.1224
11,199,907,100,1000000,104152,895848,89.5848,104152,895848,89.5848
11,199,991,100,1000000,116668,883332,88.3332,116668,883332,88.3332
11,199,997,100,1000000,117046,882954,88.2954,117046,882954,88.2954
11,199,1009,100,1000000,118560,881440,88.144,118560,881440,88.144
11,199,1511,100,1000000,167336,832664,83.2664,167336,832664,83.2664
11,199,1999,100,1000000,213736,786264,78.6264,213736,786264,78.6264
11,199,2003,100,1000000,214678,785322,78.5322,214678,785322,78.5322
11,199,2503,100,1000000,264774,735226,73.5226,264774,735226,73.5226
11,199,3001,100,1000000,313728,686272,68.6272,313728,686272,68.6272
11,199,4001,100,1000000,358480,641520,64.152,358480,641520,64.152
11,199,5003,100,1000000,509908,490092,49.0092,509908,490092,49.0092
11,199,6007,100,1000000,606910,393090,39.309,606910,393090,39.309
11,199,7001,100,1000000,688948,311052,31.1052,688948,311052,31.1052
